SK_ID_CURR,TARGET
100001,0.07857807567576963
100005,0.13892455282045643
100013,0.08282769251393098
100028,0.08089552682804037
100038,0.1328677872505255
100042,0.06609729858927954
100057,0.09457362275055127
100065,0.10933846465368349
100066,0.05494702208019305
100067,0.09394919642704477
100074,0.0803504875004852
100090,0.1255857640270998
100091,0.11745348462178566
100092,0.11091939293253616
100106,0.13312517506673577
100107,0.10384708186698638
100109,0.11330140133045206
100117,0.09177442384366288
100128,0.07428662188513588
100141,0.10657901432049326
100150,0.0795963330831384
100168,0.06873798023480311
100169,0.05000091619986011
100170,0.09057080978453776
100171,0.10921946712063776
100172,0.13390073559398283
100184,0.08383830112514666
100187,0.07138919115067574
100212,0.08759887534076993
100222,0.10310299152813299
100223,0.06375743758862046
100232,0.07484219646409493
100241,0.13530571174265724
100245,0.07857022657691501
100253,0.06717091728428214
100256,0.10174942950006548
100271,0.0672622690964569
100278,0.12064920881386478
100280,0.0730546244768028
100306,0.14127614890860818
100311,0.12127953518395938
100312,0.07177303486297974
100330,0.09061625136275797
100331,0.10676294241684088
100352,0.09668392772890208
100358,0.1165201259890653
100367,0.10072326947063978
100382,0.08546663801821218
100384,0.07896794019596123
100385,0.10283219164007018
100386,0.08501047390197257
100399,0.07909961620231984
100404,0.0774926904384467
100416,0.0711600827777214
100422,0.1423471266054658
100426,0.08842822773217694
100438,0.07334714682563276
100444,0.10497279921972254
100445,0.12444854902336613
100446,0.10615311912963118
100447,0.07469113395877647
100450,0.08378843932268051
100466,0.09759633826001811
100483,0.07791823674672378
100484,0.0612785626413093
100494,0.09186806848503924
100510,0.12333115156170166
100512,0.07085597055527455
100517,0.08005179670595702
100548,0.06598091614364153
100551,0.0809457451605327
100552,0.13012704120091886
100553,0.08893343155716177
100561,0.10032449931669035
100568,0.13674073781063603
100569,0.07055987431681103
100591,0.10358508983655346
100592,0.06113454366009523
100602,0.0958648875571412
100607,0.09457551151821773
100613,0.093793080276423
100617,0.07449169912347241
100618,0.10574046763406826
100622,0.1532666930887002
100625,0.10521992250191592
