SK_ID_CURR,TARGET
100001,0.04003369705507865
100005,0.12424785241770764
100013,0.036511787047892506
100028,0.023746011649733802
100038,0.2277348889440839
100042,0.1112266602760341
100057,0.018061929299802597
100065,0.027687237587380037
100066,0.010974155325522976
100067,0.10323620337987646
100074,0.05486904687712956
100090,0.055415112595721204
100091,0.09574813865052925
100092,0.10146177815200516
100106,0.035826164324728994
100107,0.10344582548476121
100109,0.06602948446663215
100117,0.029656718255202014
100128,0.05908437343995909
100141,0.026977046843972157
100150,0.019525520608017276
100168,0.009856865777108741
100169,0.07254882951711167
100170,0.05852807041722101
100171,0.05433055726700252
100172,0.1106349496242331
100184,0.07531726715096501
100187,0.03786831673036635
100212,0.033592391342703684
100222,0.062347200990875255
100223,0.015033697822440706
100232,0.01820612809442606
100241,0.14109294234004927
100245,0.020121176156533457
100253,0.032955863614282405
100256,0.04060109610713898
100271,0.00989256929047568
100278,0.15268076017325424
100280,0.006679730388984016
100306,0.08214400831443888
100311,0.1441384140855346
100312,0.03511306617723792
100330,0.034430467764715166
100331,0.0459268174763958
100352,0.12645270110321571
100358,0.1015416261412487
100367,0.04346155526995787
100382,0.20917005358864565
100384,0.08841075482548166
100385,0.15973909514143994
100386,0.03799286634714234
100399,0.024091139424218023
100404,0.04274219550706265
100416,0.03817625370107195
100422,0.06352757906231588
100426,0.07709140073911679
100438,0.03358219779788648
100444,0.08352638660283711
100445,0.10672753096862406
100446,0.16922334748405368
100447,0.01769203173502149
100450,0.059123612176765934
100466,0.012518238625629155
100483,0.033304857090266884
100484,0.013884525876477502
100494,0.0609597532632593
100510,0.12462988185059991
100512,0.019021173986161533
100517,0.020423943390283337
100548,0.02598919896882905
100551,0.022268439148739216
100552,0.0812007656302586
100553,0.015010512885416358
100561,0.17192988178219853
100568,0.40848251407454383
100569,0.030844161123114108
100591,0.04884597345199003
100592,0.019250563657130328
100602,0.06789259420507845
100607,0.05484943635680569
100613,0.05722057297780453
100617,0.21851789497627241
100618,0.05176473079359805
100622,0.03016517766024294
100625,0.11251236702926959
100677,0.15191780127435003
100699,0.044261536126071054
100702,0.23836075752328958
100711,0.08971968179279848
100729,0.07391991155136413
100740,0.22034803654353116
100744,0.1535260531097053
100745,0.03357521861797395
100747,0.1684723787542651
100751,0.264008555366941
100752,0.08350351860095932
100753,0.14935856481180923
100754,0.1718162827225604
100760,0.03254222853920021
100762,0.07639105152129996
100763,0.06788271818992425
100765,0.03608073048463311
100770,0.08329754963979771
100772,0.021130954851212667
100777,0.056816527579620996
100791,0.02358171353966653
100792,0.008705838711139741
100797,0.0243032458734842
100823,0.02901684463925684
100826,0.02103788067157892
100830,0.03260149230883907
100836,0.14350389305198571
100872,0.07970672678389651
100910,0.04986569410058901
100913,0.15823293952975595
100918,0.0384290589292341
100931,0.018752263010106157
100952,0.04819448571384368
100953,0.03502229794315175
100965,0.12659951743474832
100970,0.041661141549371214
100982,0.14731384865944233
100983,0.355533170412109
100984,0.026498549704032086
100987,0.06950054416260447
100997,0.07171929867841469
100998,0.19602928407585551
101002,0.048851566401540016
101005,0.1272561810082649
101008,0.16456609954425125
101020,0.07248195962876522
101021,0.02377591658948875
101024,0.07977625170352344
101025,0.22602263449263427
101026,0.03621283752441409
101031,0.023497535821985115
101041,0.021710115964668077
101051,0.018905346919599282
101055,0.03477998643370743
101056,0.31171824527400194
101057,0.06331664832001749
101064,0.027957715832459214
101079,0.11461937478670382
101087,0.030770551946769788
101090,0.02223956672633971
101092,0.08228318149217233
101097,0.051648392002480545
101099,0.018995428477870405
101107,0.03107163804316894
101118,0.05596523458820453
101125,0.12487386725603815
101126,0.03829666117722055
101128,0.018203145785115074
101136,0.06518753265867192
101140,0.21872049270099322
101149,0.14819695886863052
101160,0.10872857786554942
101169,0.13340832087848395
101181,0.042015986810809015
101186,0.030048698151949955
