SK_ID_CURR,TARGET
100001,0.07183248000071737
100005,0.09636047875056039
100013,0.08280989171595604
100028,0.07678245221329726
100038,0.09522335281593468
100042,0.07568867845304564
100057,0.08116193112865393
100065,0.09140707117755759
100066,0.06652216191770573
100067,0.09190339153794454
100074,0.07157455911226224
100090,0.08340305082263004
100091,0.08127589637142581
100092,0.07997654002198179
100106,0.09232192656048861
100107,0.10008059628549494
100109,0.07934754644344053
100117,0.07900460773070028
100128,0.08246809160873449
100141,0.07283109522836265
100150,0.073858036714451
100168,0.06411429820447441
100169,0.07253244683515876
100170,0.09578977673941644
100171,0.08617812855464152
100172,0.08454487024782469
100184,0.07874338038169987
100187,0.07600963683934038
100212,0.06992980899939334
100222,0.07490313714223522
100223,0.06724992196606747
100232,0.06693972410271286
100241,0.09224365988685462
100245,0.0768075135263203
100253,0.06916820817721513
100256,0.09423833936695722
100271,0.06280511844295376
100278,0.08663449302721683
100280,0.07603544034577886
100306,0.10134463956710511
100311,0.08358819613827234
100312,0.07809071763787766
100330,0.07512627287378026
100331,0.08464809470567447
100352,0.09327092018879277
100358,0.08460565870430409
100367,0.09075327505280704
100382,0.10023342739756319
100384,0.07741715544675881
100385,0.0944853221535568
100386,0.07213145426624111
100399,0.0814095390802518
100404,0.0747701316324398
100416,0.07202765362915345
100422,0.09313457060497364
100426,0.07309648016708375
100438,0.07652612272733433
100444,0.09873204903029895
100445,0.10069891910008373
100446,0.10117150782440001
100447,0.0699519923056949
100450,0.071249163744033
100466,0.06638486633025699
100483,0.06995255381662543
100484,0.06287511417592058
100494,0.08264004930176595
100510,0.1018575075244089
100512,0.06667211401723089
100517,0.07211226805992389
100548,0.07415911774656234
100551,0.06946675896349387
100552,0.10349141572967414
100553,0.0838906626101755
100561,0.11436000282293925
100568,0.11392113037010711
100569,0.06904350478162412
100591,0.08534087033854268
100592,0.06540054451922105
100602,0.07487512806090633
100607,0.0911075452462787
100613,0.08316429047407453
100617,0.07986154935078701
100618,0.08171391271381954
100622,0.10516500739296512
100625,0.07731697722437307
100677,0.07658722669317489
100699,0.09748555812729824
100702,0.11775446032305201
100711,0.08037198187521676
100729,0.09520198041767518
100740,0.08711090983483359
100744,0.08462615758441885
100745,0.07594521309665797
100747,0.10013566734387729
100751,0.08989454780012442
100752,0.08712247113500997
100753,0.09316360391598862
100754,0.10318102736848463
100760,0.08916366600758587
100762,0.08060865167076318
100763,0.07848211568392537
100765,0.07848142586836689
